year,title,romanised_title,aka,publishers,year_release,region,platform,rating,consumer_advice,more_info
2019,THE WALKING DEAD: THE FINAL SEASON,THE WALKING DEAD: THE FINAL SEASON,na,SKYBOUND GAMES,2018,EURO,"Sony Playstation 4,Xbox One",Mature 18,Violence and Coarse Language,"Set in West Virginia, where society has collapsed after a zombie outbreak, ‘The Walking Dead: The Final Season’ picks up three years after the events of ‘A New Frontier’, following the protagonist Clementine and her efforts to raise and protect Alvin Jr, a young boy under her guardianship, in the post-apocalyptic world.

The game is rated M18 for violence and coarse language.

Using point-and-click interaction, the player controls the protagonist to explore areas and investigate objects to scavenge for supplies, uncover information about the place, as well as converse with other characters.

During combat sequences, the player performs button presses to injure or kill zombies and humans with kicks and punches, or with weapons such as daggers, spiked bats, bows and arrows, axes, pitchforks, and handguns. The protagonist is frequently depicted stabbing, slashing or shooting enemies in the head, neck or eye. Blood spurts are seen when enemies are struck and blood stains will appear on the player character’s clothes. Blood pools are also depicted in the aftermath.

Violence is also depicted in some cutscenes. These include scenes of stabbings and gun shootings. Details such as dismemberments, decapitations and disembowelments are portrayed in some cutscenes. For example, a zombie’s arm is torn off by a character; a dog crushes a zombie’s skull in its mouth; and several characters are seen applying a zombie’s gut lining on their body to cover their scent. These depictions of violence are contained under the M18 guidelines which permit “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters”.

Coarse language such as the expletive “f**k” is used frequently in the game’s dialogues. The expletive “motherf**ker” is also used on several occasions in the game. Under the M18 guidelines, the “frequent use of strong coarse language” can be allowed at this rating."
2019,BLOOD & TRUTH,BLOOD & TRUTH,na,SONY INTERACTIVE ENTERTAINMENT INC.,2019,ASIA,Sony Playstation 4,Advisory 16,Suitable for 16 & Above,"Set in modern-day London, ‘Blood & Truth’ is a VR first-person shooter that revolves around Ryan Marks, a Special Forces soldier, who takes on a criminal organisation to rescue his family from their clutches.

The game is rated Advisory 16 (Suitable for 16 & Above).

From a first person perspective, the player character will progress through various stages by moving from point to point, solving puzzles, picking locks and overcoming criminals in shootouts. Human enemies are encountered during the game’s stages, with the player character equipped with weapons such as pistols, machine guns and rifles to take them down. 

When enemies are shot, blood spurts are seen. In some sequences, the player character’s actions are played in slow-motion, allowing precise gunshots at enemies. Violence is also portrayed during cutscenes, such as depictions of explosions that occur inside a casino and an aeroplane. These depictions of violence are contained under the Advisory 16 rating where the guidelines permit “moderate level of violence” which “refers to realistic but not excessively graphic violence with depiction of blood”.

In addition, the game contains some use of the expletive “f**k”, which is contained under the Advisory 16 rating where the guidelines permit “coarse language such as the use of the expletive “f**k””. There is also some use of mild coarse language such as “shit” and “bastard”."
2019,THE DARK PICTURES ANTHOLOGY: MAN OF MEDAN,THE DARK PICTURES ANTHOLOGY - MAN OF MEDAN,MAN OF MEDAN,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2019,ASIA,"PC,Sony Playstation 4,Xbox One",Mature 18,Violence,"‘The Dark Pictures Anthology – Man of Medan’ is a horror adventure game that revolves around 4 friends and their hired boat skipper, who are on a diving trip in the South Pacific. Their trip soon takes a terrifying turn and they eventually find themselves trapped aboard a seemingly-abandoned ship. The protagonist must find a way to survive the terrors on board and escape to safety.

This game is rated M18 for violence.

The player can take on the role of one of five characters. Cinematic scenes unfold as the player progresses through the game and advances the storyline. Typical gameplay consists of the player controlling the protagonist from a third-person perspective to explore areas of the ship, search for clues, interact with objects and pick up items. The player often has to make action and narrative choices within a given time limit when prompted. The choices may have immediate or long-term consequences, and may ultimately affect the final ending.

Choices made by the player may lead to violence on realistic-looking human characters and creatures, accompanied by blood effects. There are intense scenes of human characters being killed, including characters being slashed and stabbed in the neck and torso; having their throats slit, being struck by blunt objects on the head; falling from height to their deaths; and being shot point-blank in the head. Stronger scenes of violence depict a character having an ear cut off while being restrained, and another character being decapitated (off-screen). The M18 guidelines permit depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.

Some dialogue lines contain coarse language, including ‘ass’ and ‘bitch’, and use of the expletive ‘f**k’ and its variations."
2019,AUTOBAHN POLICE SIMULATOR 2,AUTOBAHN POLICE SIMULATOR 2,AUTOBAHN - POLICE SIMULATOR 2,AEROSOFT,2020,EURO,Sony Playstation 4,General,na,na
2019,MINECRAFT DUNGEONS,MINECRAFT DUNGEONS,MINECRAFT DUNGEONS HERO EDITION,XBOX GAME STUDIOS,2020,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Xbox One,Xbox One X,Xbox Series X/S",General,na,na
2019,LIFE IS STRANGE 2,LIFE IS STRANGE 2,na,SQUARE ENIX,2019,EURO,Sony Playstation 4,Mature 18,"Mature Themes, Coarse Language and Drug Use","“Life Is Strange 2” is an adventure game that revolves around two brothers, Sean and Daniel. After Daniel causes an explosion with his latent telekinetic powers, the two brothers decide to escape to Mexico.

The game is classified M18 for mature themes, coarse language and drug use.

The player controls Sean, the elder brother, and makes decisions for both himself and Daniel. By choosing various actions or dialogue choices, the player affects the responses of various characters and Daniel’s personality, which in turn changes the final outcome of the story.

The player can develop romantic relationships between Sean and other characters by making certain narrative choices. This may lead to scenes of nudity and intimacy, including female topless nudity, an implied sexual scene, and kissing between same-gender characters. These scenes can be allowed under the M18 guidelines which permit “depiction of topless nudity or occasional frontal nudity”, and “depictions of same-sex kissing and hugging.”

Part of the story involves Sean and his brother working in an illegal marijuana farm. The characters are seen preparing weed by cutting the leaves and packaging them. In a later scene, the player gets to choose if Sean should smoke a joint that is offered to him. Sean can also choose to pick up a bong to smoke. If he does so, the edges of the screen turn slightly blurred for some time to mimic the drug effects. The M18 Classification Guidelines state that “there may be realistic depiction of drug or psychoactive substance abuse, if it does not promote abuse.”

There is frequent use of coarse language, such as the expletive “f**k” as well as occasional use of “mother**ker”. The M18 Classification Guidelines allow “frequent use of strong coarse language”.

The game also contains some scenes of violence, where blood spurts can be seen when characters are shot. One character is seen lying in the wreckage of a building after a confrontation, with a splinter stuck in his closed eye. However, these scenes are not too frequent and details of injuries are minimal."
2019,THE ANGRY BIRDS MOVIE 2 VR: UNDER PRESSURE,THE ANGRY BIRDS MOVIE 2 VR: UNDER PRESSURE,na,PERPETUAL EUROPE,2019,EURO,Sony Playstation 4,General,na,na
2019,YU-GI-OH! LEGACY OF THE DUELIST: LINK EVOLUTION,YU-GI-OH! LEGACY OF THE DUELIST: LINK EVOLUTION,na,KONAMI,2019,EURO,Nintendo Switch,General,na,na
2019,THE LEGEND OF ZELDA: LINK'S AWAKENING,THE LEGEND OF ZELDA: LINK'S AWAKENING,THE LEGEND OF ZELDA: LINK'S AWAKENING (2019),NINTENDO,2019,ASIA,Nintendo Switch,General,na,na
2019,TRAVIS STRIKES AGAIN: NO MORE HEROES COMPLETE EDITION,TRAVIS STRIKES AGAIN: NO MORE HEROES COMPLETE EDITION,na,SEGA,2019,ASIA,Sony Playstation 4,Advisory 16,Suitable for 16 & Above,"‘Travis Strikes Again: No More Heroes’ is an action hack-and-slash game that revolves around the reclusive assassin Travis Touchdown. Confronted by Badman, who is looking to avenge the death of his daughter, the two men duel inside Travis’ trailer. A mysterious game console that Travis possesses suddenly turns on and sucks them into the game world within. Travis and Badman are forced to work together to overcome challenges, which come in the form of various genres of video games contained within the game console.

The game is rated Advisory 16 (Suitable for 16 & Above).

The typical gameplay involves the player controlling the protagonist from a top-down perspective to fight through waves of humanoid enemies across various stages. The game can be played solo or cooperatively with up to two concurrent players. The player character uses a beam katana or baseball bat to fight enemies and bosses. As the player progresses through the game, the characters’ skills can be upgraded.

Enemies that are attacked and defeated spurt pixelated blood and disintegrate into polygons. There are depictions of stronger violence in some scenes – A live-action sequence depicts a character’s throat being slit and blood spraying out; several locations in one stage are covered with blood stains on surfaces and furniture; characters are impaled by a sword or spikes; and implied depictions of characters being decapitated. The impact of the scenes are mitigated by either a pixelated or grainy presentation style. The Advisory 16 guidelines allow “Realistic but not excessively graphic violence with depiction of blood”.

Coarse language such as “f**k”, “bitch” and “asshole” are used in the dialogue."
